,COD_APE,DATA_INS,RESIDENZIALE,NON_RESIDENZIALE,COMUNE_CATASTALE,SEZIONE_x,FOGLIO,PARTICELLA,SUBALTERNO_x,PROPRIETA_PUBBLICA,USO_PUBBLICO,CLASSIFICAZIONE_DPR,INTERO_EDIFICIO,UNITA_IMMOBILIARE,GRUPPO_UNITA_IMMOBILIARI,NUMERO_UNITA_IMMOBILIARI,NUOVA_COSTRUZIONE,PASSAGGIO_PROPRIETA,LOCAZIONE,RISTRUTTURAZIONE_IMPORTANTE,RIQUALIFICAZIONE_ENERGETICA,OGGETTO_ALTRO,OGGETTO_ALTRO_TXT,REGIONE,COMUNE_x,INDIRIZZO_x,PIANO,INTERNO,WGS84_X,WGS84_Y,location,ZONA_CLIMATICA,ANNO_COSTRUZIONE_x,SUPERF_UTILE_RISCALDATA,SUPERF_UTILE_RAFFRESCATA,VOLUME_LORDO_RISCALDATO,VOLUME_LORDO_RAFFRESCATO,CLIMATIZZAZIONE_INVERNALE,CLIMATIZZAZIONE_ESTIVA,VENTILAZIONE_MECCANICA,PROD_ACQUA_CALDA_SANITARIA,ILLUMINAZIONE,TRASPORTO_PERSONE_COSE,PI,PE,EDIFICIO_ENERGIA_QUASI_ZERO,CLASSE_ENERGETICA_x,EP_GL_NREN,Y,Z,EP_GL_REN,EMISSIONI_CO2,CONSUMI_ENERGIA_ELETTRICA,CONSUMI_GAS_NATURALE,CONSUMI_GPL,CONSUMI_CARBONE,CONSUMI_GASOLIO,CONSUMI_BIOMASSE_SOLIDE,CONSUMI_BIOMASSE_LIQUIDE,CONSUMI_BIOMASSE_GASSOSE,CONSUMI_SOLARE_FOTOVOLTAICO,CONSUMI_SOLARE_TERMICO,CONSUMI_EOLICO,CONSUMI_TELERISCALDAMENTO,CONSUMI_TELERAFFRESCAMENTO,CONSUMI_ALTRO,RIQ_CLASSE_RAGG,RIQ_EP_GL_NREN_RAGG,DS_CODICE_INTERVENTO_1,DS_TIPO_INTERVENTO_1,FL_COMPORTA_RISTRUT_1,NM_TEMPO_RITORNO_INVESTIM_1,DS_CLASSE_RAGGIUNGIBILE_1,NM_EP_GL_NREN_RAGGIUNG_1,DS_CODICE_INTERVENTO_2,DS_TIPO_INTERVENTO_2,FL_COMPORTA_RISTRUT_2,NM_TEMPO_RITORNO_INVESTIM_2,DS_CLASSE_RAGGIUNGIBILE_2,NM_EP_GL_NREN_RAGGIUNG_2,DS_CODICE_INTERVENTO_3,DS_TIPO_INTERVENTO_3,FL_COMPORTA_RISTRUT_3,NM_TEMPO_RITORNO_INVESTIM_3,DS_CLASSE_RAGGIUNGIBILE_3,NM_EP_GL_NREN_RAGGIUNG_3,DS_CODICE_INTERVENTO_4,DS_TIPO_INTERVENTO_4,FL_COMPORTA_RISTRUT_4,NM_TEMPO_RITORNO_INVESTIM_4,DS_CLASSE_RAGGIUNGIBILE_4,NM_EP_GL_NREN_RAGGIUNG_4,DS_CODICE_INTERVENTO_5,DS_TIPO_INTERVENTO_5,FL_COMPORTA_RISTRUT_5,NM_TEMPO_RITORNO_INVESTIM_5,DS_CLASSE_RAGGIUNGIBILE_5,NM_EP_GL_NREN_RAGGIUNG_5,DS_CODICE_INTERVENTO_6,DS_TIPO_INTERVENTO_6,FL_COMPORTA_RISTRUT_6,NM_TEMPO_RITORNO_INVESTIM_6,DS_CLASSE_RAGGIUNGIBILE_6,NM_EP_GL_NREN_RAGGIUNG_6,DS_CODICE_INTERVENTO_7,DS_TIPO_INTERVENTO_7,FL_COMPORTA_RISTRUT_7,NM_TEMPO_RITORNO_INVESTIM_7,DS_CLASSE_RAGGIUNGIBILE_7,NM_EP_GL_NREN_RAGGIUNG_7,ENERGIA_ESPORTATA,VETTORE_ENERGETICO,SUPERFICIE_DISPERDENTE_x,RAPPORTO_SV,EP_H_ND,A_SOL_EST_A_SUP_UTILE,Y_IE,CI_TIPO_IMPIANTO_1,CI_ANNO_INSTALLAZIONE_1,CI_CODICE_CATASTO_1,CI_VETTORE_ENERGETICO_1,CI_POTENZA_NOMINALE_1,CI_TIPO_IMPIANTO_2,CI_ANNO_INSTALLAZIONE_2,CI_VETTORE_ENERGETICO_2,CI_POTENZA_NOMINALE_2,CI_EFFICIENZA_MEDIA,CI_EPREN,CI_EPNREN,CE_TIPO_IMPIANTO_1,CE_ANNO_INSTALLAZIONE_1,CE_VETTORE_ENERGETICO_1,CE_POTENZA_NOMINALE_1,CE_TIPO_IMPIANTO_2,CE_ANNO_INSTALLAZIONE_2,CE_VETTORE_ENERGETICO_2,CE_POTENZA_NOMINALE_2,CE_EFFICIENZA_MEDIA,CE_EPREN,CE_EPNREN,PA_TIPO_IMPIANTO,PA_ANNO_INSTALLAZIONE,PA_VETTORE_ENERGETICO,PA_POTENZA_NOMINALE,PA_EFFICIENZA_MEDIA,PA_EPREN,PA_EPNREN,IC_TIPO_IMPIANTO,IC_ANNO_INSTALLAZIONE,IC_VETTORE_ENERGETICO,IC_POTENZA_NOMINALE,IC_EFFICIENZA_MEDIA,IC_EPREN,IC_EPNREN,PFR_TIPO_IMPIANTO_1,PFR_ANNO_INSTALLAZIONE_1,PFR_VETTORE_ENERGETICO_1,PFR_POTENZA_NOMINALE_1,PFR_EFFICIENZA_MEDIA_1,PFR_EPREN_1,PFR_EPNREN_1,PFR_TIPO_IMPIANTO_2,PFR_ANNO_INSTALLAZIONE_2,PFR_VETTORE_ENERGETICO_2,PFR_POTENZA_NOMINALE_2,PFR_EFFICIENZA_MEDIA_2,PFR_EPREN_2,PFR_EPNREN_2,VM_TIPO_IMPIANTO,VM_ANNO_INSTALLAZIONE,VM_VETTORE_ENERGETICO,VM_POTENZA_NOMINALE,VM_EFFICIENZA_MEDIA,VM_EPREN,VM_EPNREN,ILL_TIPO_IMPIANTO,ILL_ANNO_INSTALLAZIONE,ILL_VETTORE_ENERGETICO,ILL_POTENZA_NOMINALE,ILL_EFFICIENZA_MEDIA,ILL_EPREN,ILL_EPNREN,TPC_TIPO_IMPIANTO_1,TPC_ANNO_INSTALLAZIONE_1,TPC_VETTORE_ENERGETICO_1,TPC_POTENZA_NOMINALE_1,TPC_EFFICIENZA_MEDIA_1,TPC_EPREN_1,TPC_EPNREN_1,TPC_TIPO_IMPIANTO_2,TPC_ANNO_INSTALLAZIONE_2,TPC_VETTORE_ENERGETICO_2,TPC_POTENZA_NOMINALE_2,TPC_EFFICIENZA_MEDIA_2,TPC_EPREN_2,TPC_EPNREN_2,SOPRALLUOGO,SW_REQUISITI,SW_SEMPLIFICATO,Limiti amministrativi 2015 delle province di Regione Lombardia,ENTE_PUBBLICO,ATS Regione Lombardia,Limiti amministrativi 2014 delle province di Regione Lombardia,TECNICO_ABILITATO,SOCIETA,NOME_DENOMINAZIONE_CERT,TITOLO_CERT,ORDINE_CERT,CODICE_IDENTIFICATIVO_PRATICA,DATA_CHIUSURA_PRATICA,INDIRIZZO_y,PROVINCIA,COMUNE_y,SEZIONE_y,SUBALTERNO_y,NOME_CERTIFICATORE,COGNOME_CERTIFICATORE,EDIFICIO_PUBBLICO,DESTINAZIONE_DI_USO,ANNO_COSTRUZIONE_y,MOTIVAZIONE_APE,SUPERFICIE_LORDA,SUPERFICIE_NETTA,VOLUME_LORDO,VOLUME_NETTO,SUPERFICIE_DISPERDENTE_y,SUPERFICIE_VETRATA_OPACA,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_BASAMENTO,TRASMITTANZA_MEDIA_SERRAMENTO,CLASSE_ENERGETICA_y,EPH,ETH,ETC,EFER,EMISSIONI_DI_CO2,EPW,EPT,EF_GLOB_MEDIA_RISCALDAMENTO,EF_GLOB_MEDIA_ACQUA_CALDA_SAN,EGHW,TIPOLOGIA_VENTILAZIONE,NUMERO_RICAMBI_ORARI,TIPOLOGIA_PANNELLO_ST,TIPOLOGIA_PANNELLO_FV,SUPERFICIE_CAPTANTE_FV,SUPERFICIE_APERTURA_ST,SUP_PAN_FV_SUP_UTILE,SUP_PAN_ST_SUP_UTILE,TIPOLOGIA_COMBUSTIBILE,TIPOLOGIA_GENERATORE,POTENZA_GENERATORE,surfdiff
81944,1712600000419,18/02/2019,True,False,ORZIVECCHI,NCT,7,441,1,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,ORZIVECCHI,VIA DON L. MILANI 43,T-P,,,,,E,Dopo il 2006,101.15,101.15,427.55,427.55,True,True,False,True,False,False,green,green,False,A2,64.48,"A2 (66,0)",,6.43,12.27,0.0,624.93,0.0,0.0,0.0,0.0,0.0,0.0,650.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,Fonti rinnovabili,No,10.0,3.0,64.48,,,,,,,2741.79,elettricità,289.25,0.68,28.05,0.02,0.02,Impianto simulato per sottodimensionamento,,,Gas naturale,,,,,,0.44,0.0,64.48,Pompa di calore,2018.0,Energia elettrica,5.0,,,,,0.0,6.43,0.0,Pompa di calore,2018.0,Energia elettrica,7.15,0.0,0.0,0.0,,,,,,,,Fotovoltaico,,Energia elettrica,3.0,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,,False,,,True,False,NICOLA SOTTURA,Laurea magistrale in ingegneria,Ordine degli ingegneri,1906300000916,13-OTT-16,"VIA TRIESTE, 53",CR,OLMENETA,,503,Gabriele,Pini,NO,E.1(1),1977-1992,Altro,108.302,85.841,368.77,257.524,300.16,0.0475,1.0189,0.47200000000000003,,2.3593,F,155.2097,145.825,33.2524,16.6545,31.0099,10.6107,165.8204,0.94,1.87,1.0,Aerazione - Ventilazione naturale,0.5000,,Silicio monocristallino,12.0000,,0.1398,,Gas naturale,Generatore a condensazione multistadio o modulante,20.80,0.0377182368193605
81980,1700900027915,05/12/2015,True,False,BAGNOLO MELLA,,22,364,1,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,False,,Lombardia,BAGNOLO MELLA,Via Baccaglioni 41,3,,45.425326745564206,10.191400244856927,"(45.4253267455642, 10.191400244856927)",E,1992,160.29,0.0,606.77,0.0,True,False,False,True,False,False,red,yellow,False,F,167.34,"B (54,45)",,0.0,31.84,0.0,2570.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,145.49,1.0,Fabbricato - involucro opaco,No,7.8,9.0,145.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,12.3,9.0,145.49,0.0,,357.91,0.59,111.12,0.02,0.17,Generatore a combustione,2010.0,1195896,Gas naturale,24.0,,,,,0.74,0.0,150.47,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2010.0,Gas naturale,24.0,0.88,0.0,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,6.0,False,2.0,6.0,True,False,Germano Pedoia,Diploma di geometra,Altro,1608700003713,29-MAG-13,"VIA GUGLIELMO MARCONI, 16",BG,COVO,,703,Pietro,Pagani,NO,E.1(1),1963,Trasferimento a titolo oneroso,186.2,158.68,619.11,476.04,354.7,0.0769,1.6108,1.7,,3.967,G,292.3246,202.141,26.3784,0,58.3987,34.1526,326.4772,0.69,0.5,0.67,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,41.00,0.008968735156883116
82038,9801000017617,29/09/2017,True,False,CASALPUSTERLENGO,,25,239,701,False,False,E.1(1),True,False,False,2.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,CASALPUSTERLENGO,Piazzale Puecher 2,,,45.180735300067816,9.654723314912143,"(45.18073530006782, 9.654723314912143)",E,1977-1992,103.0,91.4,405.81,363.0,True,True,False,True,False,False,red,green,False,G,406.84,"B (102,95)",,1.16,77.57,254.24,3967.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,173.68,1.0,Fabbricato - involucro opaco,Si,10.0,8.0,218.4,,,,,,,3.0,Impianto climatizzazione - inverno,No,5.0,9.0,334.89,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,Si,10.0,7.0,173.68,0.0,,383.82,0.95,267.75,0.01,0.13,Generatore a combustione,2004.0,LR2GJ69152888603,Gas naturale,24.0,Generatore di aria calda,2006.0,Gas naturale,6.15,0.69,1.15,385.83,Pompa di calore,2006.0,Energia elettrica,3.5,,,,,0.0,0.0,0.0,Generatore a combustione,2004.0,Gas naturale,24.0,0.77,0.01,21.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,11.0,False,8.0,11.0,True,False,Luca Zerbini,Laurea magistrale in ingegneria,Ordine degli ingegneri,1502700011912,14-FEB-12,"VIA GIOACHINO ROSSINI, 5",MI,BOLLATE,,5|501,Lorenzo,Cilli,NO,E.1(1),1961-1976,Trasferimento a titolo oneroso,176.13,136.55,604.58,379.06,399.4,0.0608,1.1074,,1.3426,5.2036,G,242.9695,190.4748,27.8919,0,48.5396,37.6537,280.6232,0.78,0.55,0.75,Aerazione - Ventilazione naturale|Aerazione - Ventilazione naturale,0.5000|0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,26.60,0.04059194414048248
82041,1517200000219,10/01/2019,False,True,PESSANO CON BORNAGO,,8,191,0,False,False,E.8,True,False,False,1.0,False,False,True,False,False,False,,Lombardia,PESSANO CON BORNAGO,Via Teresa Noce 8,T,,45.55044450629794,9.391816648546223,"(45.55044450629794, 9.391816648546222)",E,2000,478.43,0.0,3555.29,0.0,True,False,False,True,True,False,red,yellow,False,C,239.42,"B (176,34)",,36.99,50.45,37650.83,3940.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,201.13,1.0,Fabbricato - involucro opaco,No,5.5,5.0,201.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,5.5,5.0,201.13,0.0,,1454.3,0.41,65.02,0.09,0.1,Generatore a combustione,2008.0,,Gas naturale,23.94,Generatore di aria calda,2008.0,Gas naturale,14.1,0.76,0.0,85.96,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2008.0,Gas naturale,23.94,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,9.57,,36.99,153.46,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,4.0,False,8.0,4.0,True,False,Davide Riva,Diploma di geometra,Collegio dei geometri,1517200016114,03-SET-14,"VIA TERESA NOCE, 8",MI,PESSANO CON BORNAGO,,A,Mara Clotilde,Casiraghi,NO,E.8,1977-1992,Nuova installazione d'impianto termico,513.13,491.4,4066.44,"3,630.06",1468.48,0.2046,1.7091,0.469,0.856,5.343,D,31.3515,26.1299,15.7971,0,6.2629,0,31.3515,0.83,0.0,0.83,Aerazione - Ventilazione naturale,0.7500,,,,,,,Gas naturale,Generatore a condensazione multistadio o modulante|Generatore a condensazione multistadio o modulante|Generatore a condensazione multistadio o modulante,34.80|34.80|34.80,0.009750395379220287
82048,1203400026619,06/11/2019,True,False,CARONNO PERTUSELLA,CR,6,7233,67,False,False,E.1 (1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,CARONNO PERTUSELLA,via Bernardino Luini 730,,,45.598351809888754,9.053868242561569,"(45.59835180988876, 9.053868242561567)",E,2004,293.08,0.0,1037.4,0.0,True,False,False,True,False,False,red,yellow,False,F,190.85,"B (70,94)",,0.46,36.38,286.15,5305.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,134.58,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,8.0,172.05,3.0,Impianto climatizzazione - inverno,No,9.0,8.0,153.05,,,,,,,,,,,,,,,,,,,7.0,Cumulativo,No,9.0,7.0,134.58,0.0,,639.78,0.62,134.18,0.02,0.15,Generatore a combustione,2005.0,,Gas naturale,33.3,,,,,0.75,0.43,178.84,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,2005.0,Gas naturale,31.4,0.82,0.03,12.01,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,1.0,False,3.0,1.0,True,False,Daniele Luinetti,Diploma di laurea in ingegneria,Ordine degli ingegneri,1203400033912,21-GIU-12,"VIA BERNARDINO LUINI, 710",VA,CARONNO PERTUSELLA,CR,70,Luca,Sala,NO,E.1(1),1993-2006,Ace volontario,337.356,290.98,998.34,706.691,631.74,0.0344,0.5781,0.3039,0.32299999999999995,2.0415,D,103.7028,78.299,2.3865,0,20.7189,29.691,133.3938,0.76,0.55,0.71,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,33.30,0.012566819844321429
82060,1324500014516,30/09/2016,False,True,VILLA GUARDIA,CIV,5,240,19,False,False,E.5,True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,VILLA GUARDIA,via Franchino Rusca 3,T,,45.769476937726175,9.026137558589381,"(45.76947693772617, 9.02613755858938)",E,1930-1945,60.5,0.0,277.15,0.0,True,False,False,True,True,False,red,red,False,D,627.97,"B (448,15)",,151.36,139.51,19483.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,F,289.04,,,,,,,,,,,,,3.0,Impianto climatizzazione - inverno,Si,10.0,6.0,589.2,,,,,,,5.0,Altri impianti,No,1.0,9.0,327.8,,,,,,,7.0,Cumulativo,Si,3.0,9.0,289.04,0.0,,131.75,0.48,229.36,0.03,0.7,Generatore ad effetto joule,1995.0,,Energia elettrica,1.0,Generatore ad effetto joule,1995.0,Energia elettrica,1.0,0.81,68.24,283.12,,,,,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,2.09,,83.12,344.85,,,,,,,,,,,,,,,True,True,False,2.0,False,3.0,2.0,True,False,Stephanie Volontè,Diploma di geometra,Collegio dei geometri,1207000124913,05-DIC-13,"VIA ALESSANDRO MANZONI, 15",VA,GALLARATE,GA,508,Marco,Chiaravalli,NO,E.2,1993-2006,Contratto di locazione,70.66,60.03,275.57,207.1,129.98,0.2127,0.59,0.64,0.73,2.2333,D,28.231,33.6541,1.405,0,5.6099,58.5675,86.7985,1.19,0.02,0.4,Aerazione - Ventilazione naturale,0.8300,,,,,,,Energia elettrica,Generatore ACS|Pompa di calore,8.00,0.013434535104364403
82130,1602900006517,02/08/2017,True,False,BOLTIERE,,4,940,2,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,False,,Lombardia,BOLTIERE,Via Mazzini 1,T,,,,,E,1987,97.0,97.0,394.4,394.4,True,True,False,True,False,False,red,yellow,False,F,310.36,"B (90,79)",,0.71,59.15,147.39,2856.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,106.5,9.0,299.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,267.44,0.68,206.83,0.01,0.25,Generatore a combustione,2016.0,VE5N165164461203,Gas naturale,23.7,,,,,0.71,0.68,291.6,Pompa di calore,2009.0,Energia elettrica,3.3,Pompa di calore,2009.0,Energia elettrica,2.5,0.0,0.0,0.0,Generatore a combustione,2016.0,Gas naturale,27.3,0.87,0.04,18.76,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,,False,,,True,False,Michele Marini,Diploma di geometra,Collegio dei geometri,1606300007014,12-DIC-14,"VIA SANT'ANNA, 10 E",BG,CASTEL ROZZONE,,6,Loris,Finazzi,NO,E.1(1),1981,Altro,134.2,113.45,422.73,306.32,268.97,0.1204,0.8774,0.9,0.95,3.2834,G,187.9897,131.4156,6.7962,4.8102,37.5545,43.2397,231.2294,0.7,0.43,0.65,Aerazione - Ventilazione naturale,0.5000,Collettori piani vetrati,,,1.2000,,0.011,Gas naturale,Generatore tradizionale,26.70,0.005720909362847852
82143,1520600026316,18/07/2016,True,False,SENAGO,,7,78,701,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,SENAGO,Via Alessandro Volta 87,T-1,,45.57959076974476,9.13002224633646,"(45.57959076974476, 9.130022246336459)",E,Prima del 1930,96.29,0.0,411.26,0.0,True,False,False,True,False,False,red,yellow,False,G,198.18,"B (35,79)",,0.0,37.71,0.0,1828.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,Si,15.0,8.0,80.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,202.08,0.49,112.74,0.03,0.5,Generatore a combustione,1994.0,,Gas naturale,31.0,,,,,0.64,0.0,177.41,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1994.0,Gas naturale,31.0,0.77,0.0,20.77,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,4.0,False,8.0,4.0,True,False,Marco Agudio,Diploma di laurea in architettura,Ordine degli architetti,1517200013011,10-OTT-11,"VIA MONTELLO, 12",MI,PESSANO CON BORNAGO,,7,Alberto,Pagani,NO,E.1(1),1961-1976,Contratto di locazione,85.3,71.82,283.62,211.87,201.58,0.0576,1.1761,,1.25,4.92,G,284.6469,214.6117,12.3842,0,56.8502,31.7562,316.4031,0.75,0.65,0.74,Aerazione - Ventilazione naturale,0.3000,,,,,,,Gas naturale,Generatore ACS|Generatore a condensazione,74.60,0.0024742676167854314
82152,1906400003116,26/08/2016,True,False,OSTIANO,,11,515,0,False,False,E.1(1),True,False,False,1.0,False,False,True,False,False,True,Annuncio commerciale,Lombardia,OSTIANO,Via Manzoni 27,,,45.22006179154639,10.251070516125033,"(45.22006179154639, 10.251070516125031)",E,1961-1976,101.84,0.0,384.25,0.0,True,False,False,True,False,False,red,yellow,False,G,409.15,"B (112,44)",,1.01,77.99,219.55,3951.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,Fabbricato - involucro opaco,No,5.0,9.0,336.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,215.98,0.56,266.15,0.02,0.28,Generatore di aria calda,1990.0,,Gas naturale,2.9,Generatore di aria calda,1990.0,Gas naturale,2.9,0.64,1.01,365.85,,,,,,,,,0.0,0.0,0.0,Scalda-acqua,1985.0,Gas naturale,20.9,0.38,0.0,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,True,True,False,8.0,False,4.0,8.0,True,False,Luigi Savani,Diploma di geometra,Collegio dei geometri,1712700000711,08-FEB-11,VIA TOGNI 9,BS,OSPITALETTO,NCT,3,Francesca,Mussi,NO,E.1(1),1993-2006,Trasferimento a titolo oneroso,52,42,192.0,114,219.65,0.0322,0.9151,1.109,0.973,3.1673,G,315.0298,252.9076,11.2307,0,62.9329,57.6533,372.6831,0.8,0.39,0.74,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore tradizionale,23.70,0.016992314103157775
82182,1620700011417,27/06/2017,True,False,STEZZANO,,17,157,12,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,STEZZANO,via Prete Roncelli 3,T - 1 - 2,,45.65176823474489,9.652308803510444,"(45.65176823474489, 9.652308803510442)",E,1977-1992,107.76,0.0,371.08,0.0,True,False,False,True,False,False,red,red,False,F,171.31,"B (49,08)",,0.0,32.6,0.0,1768.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,9.0,159.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,158.09,0.43,98.03,0.03,0.9,Generatore a combustione,1984.0,K032V12999444703,Gas naturale,24.0,,,,,0.66,0.0,149.03,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1984.0,Gas naturale,24.0,0.72,0.0,22.28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,5.0,False,1.0,5.0,True,False,Angelo Matarozzo,Diploma di geometra,Collegio dei geometri,10802100007214,05-MAR-14,"VIA DON GIOVANNI BOSCO, 8",MB,CONCOREZZO,,2,Nadia Maria,Pirola,NO,E.1(1),2007,Ristrutturazione edilizia sopra il 25%,116,93,318.676,223.0732,151.6024,0.1832,0.38299999999999995,,,1.6633,B,54.5918,31.0123,92.2751,0,10.8613,410.6839,465.2757,0.57,0.05,0.11,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore a condensazione,26.00,0.041037383768739416
82183,1620700011417,27/06/2017,True,False,STEZZANO,,17,157,12,False,False,E.1(1),True,False,False,1.0,False,True,False,False,False,True,Annuncio commerciale,Lombardia,STEZZANO,via Prete Roncelli 3,T - 1 - 2,,45.65176823474489,9.652308803510444,"(45.65176823474489, 9.652308803510442)",E,1977-1992,107.76,0.0,371.08,0.0,True,False,False,True,False,False,red,red,False,F,171.31,"B (49,08)",,0.0,32.6,0.0,1768.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,2.0,Fabbricato - involucro trasparente,No,10.0,9.0,159.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,158.09,0.43,98.03,0.03,0.9,Generatore a combustione,1984.0,K032V12999444703,Gas naturale,24.0,,,,,0.66,0.0,149.03,,,,,,,,,0.0,0.0,0.0,Generatore a combustione,1984.0,Gas naturale,24.0,0.72,0.0,22.28,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,0.0,,,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,True,True,False,5.0,False,1.0,5.0,True,False,Angelo Matarozzo,Diploma di geometra,Collegio dei geometri,1811000159510,29-SET-10,VIA CANTIERI BENASSI 24,PV,PAVIA,B,35,Fabrizio,Bozzola,NO,E.1(1),1930-1945,Contratto di locazione,67.82,53.71,230.58,158.44,158.38,0.039,1.25,1.4,,4.98,G,368.1385,260.4913,5.5643,0,73.5524,51.9922,420.1307,0.71,0.43,0.67,Aerazione - Ventilazione naturale,0.5000,,,,,,,Gas naturale,Generatore multistadio o modulante,25.00,0.0018343981276487573
